商品ID,日付,販売個数
64,2014-08,355
64,2014-09,227
64,2014-10,234
64,2014-11,214
64,2014-12,453
64,2015-01,2466
64,2015-02,2284
64,2015-03,2719
64,2015-04,2173
64,2015-05,2417
64,2015-06,4350
64,2015-07,4997
64,2015-08,4645
64,2015-09,5084
64,2015-10,2439
64,2015-11,920
64,2015-12,2375
64,2016-01,1090
64,2016-02,1890
64,2016-03,1204
64,2016-04,952
64,2016-05,946
64,2016-06,866
64,2016-07,2154
64,2016-08,927
64,2016-09,906
64,2016-10,785
64,2016-11,729
64,2016-12,2005
64,2017-01,855
64,2017-02,1665
64,2017-03,1105
64,2017-04,2017
64,2017-05,2211
64,2017-06,1049
64,2017-07,1243
64,2017-08,1285
64,2017-09,1145
64,2017-10,2052
64,2017-11,1820
64,2017-12,2049
64,2018-01,708
64,2018-02,793
64,2018-03,1901
64,2018-04,760
64,2018-05,1459
64,2018-06,748
64,2018-07,830
64,2018-08,1800
64,2018-09,1500
64,2018-10,901
64,2018-11,856
64,2018-12,2258
64,2019-01,812
64,2019-02,685
64,2019-03,1783
64,2019-04,580
64,2019-05,624
64,2019-06,1138
64,2019-07,1453
64,2019-08,1239
64,2019-09,590
64,2019-10,561
65,2010-01,162
65,2010-02,170
65,2010-03,197
65,2010-04,186
65,2010-05,247
65,2010-06,476
65,2010-07,466
65,2010-08,303
65,2010-09,349
65,2010-10,289
65,2010-11,308
65,2010-12,653
65,2011-01,320
65,2011-02,511
65,2011-03,375
65,2011-04,332
65,2011-05,511
65,2011-06,361
65,2011-07,392
65,2011-08,598
65,2011-09,405
65,2011-10,350
65,2011-11,401
65,2011-12,938
65,2012-01,385
65,2012-02,358
65,2012-03,606
65,2012-04,243
65,2012-05,427
65,2012-06,563
65,2012-07,307
65,2012-08,326
65,2012-09,546
65,2012-10,344
65,2012-11,332
65,2012-12,541
65,2013-01,195
65,2013-02,181
65,2013-03,169
65,2013-04,211
65,2013-05,266
65,2013-06,351
65,2013-07,370
65,2013-08,320
65,2013-09,312
65,2013-10,502
65,2013-11,347
65,2013-12,542
65,2014-01,230
65,2014-02,225
65,2014-03,454
65,2014-04,313
65,2014-05,345
65,2014-06,489
65,2014-07,318
65,2014-08,311
65,2014-09,358
65,2014-10,313
65,2014-11,282
65,2014-12,544
65,2015-01,297
65,2015-02,321
65,2015-03,461
65,2015-04,469
65,2015-05,309
65,2015-06,297
65,2015-07,340
65,2015-08,332
65,2015-09,454
65,2015-10,326
65,2015-11,312
65,2015-12,623
65,2016-01,351
65,2016-02,309
65,2016-03,620
65,2016-04,358
65,2016-05,361
65,2016-06,378
65,2016-07,583
65,2016-08,675
65,2016-09,438
65,2016-10,644
65,2016-11,398
65,2016-12,666
65,2017-01,374
65,2017-02,330
65,2017-03,348
65,2017-04,320
65,2017-05,342
65,2017-06,303
65,2017-07,269
65,2017-08,395
65,2017-09,275
65,2017-10,295
65,2017-11,323
65,2017-12,794
65,2018-01,377
65,2018-02,405
65,2018-03,820
65,2018-04,714
65,2018-05,1121
65,2018-06,466
65,2018-07,503
65,2018-08,486
65,2018-09,564
65,2018-10,902
65,2018-11,622
65,2018-12,644
65,2019-01,308
65,2019-02,261
65,2019-03,364
65,2019-04,510
65,2019-05,336
65,2019-06,334
65,2019-07,686
65,2019-08,514
65,2019-09,506
65,2019-10,460
66,2010-01,1025
66,2010-02,486
66,2010-03,1138
66,2010-04,470
66,2010-05,994
66,2010-06,531
66,2010-07,1130
66,2010-08,448
66,2010-09,996
66,2010-10,549
66,2010-11,970
66,2010-12,1276
66,2011-01,573
66,2011-02,607
66,2011-03,661
66,2011-04,578
66,2011-05,608
66,2011-06,672
66,2011-07,655
66,2011-08,677
66,2011-09,1562
66,2011-10,714
66,2011-11,1523
66,2011-12,1886
66,2012-01,663
66,2012-02,1332
66,2012-03,789
66,2012-04,791
66,2012-05,1388
66,2012-06,1700
66,2012-07,1318
66,2012-08,705
66,2012-09,731
66,2012-10,680
66,2012-11,724
66,2012-12,1347
66,2013-01,664
66,2013-02,1804
66,2013-03,735
66,2013-04,1182
66,2013-05,654
66,2013-06,730
66,2013-07,689
66,2013-08,622
66,2013-09,1464
66,2013-10,722
66,2013-11,1473
66,2013-12,1182
66,2014-01,639
66,2014-02,666
66,2014-03,637
66,2014-04,657
66,2014-05,678
66,2014-06,649
66,2014-07,742
66,2014-08,1316
66,2014-09,708
66,2014-10,1422
66,2014-11,763
66,2014-12,1595
66,2015-01,848
66,2015-02,834
66,2015-03,916
66,2015-04,767
66,2015-05,1951
66,2015-06,843
66,2015-07,948
66,2015-08,813
66,2015-09,1033
66,2015-10,1066
66,2015-11,1533
66,2015-12,1901
66,2016-01,814
66,2016-02,2113
66,2016-03,1001
66,2016-04,903
66,2016-05,1807
66,2016-06,901
66,2016-07,1871
66,2016-08,778
66,2016-09,866
66,2016-10,871
66,2016-11,895
66,2016-12,1995
66,2017-01,870
66,2017-02,972
66,2017-03,934
66,2017-04,734
66,2017-05,748
66,2017-06,852
66,2017-07,818
66,2017-08,1682
66,2017-09,2028
66,2017-10,2115
66,2017-11,897
66,2017-12,2313
66,2018-01,1901
66,2018-02,1009
66,2018-03,1152
66,2018-04,1044
66,2018-05,1015
66,2018-06,1825
66,2018-07,1023
66,2018-08,915
66,2018-09,1301
66,2018-10,1382
66,2018-11,1033
66,2018-12,1979
66,2019-01,2397
66,2019-02,1062
66,2019-03,1112
66,2019-04,2362
66,2019-05,1117
66,2019-06,2419
66,2019-07,1121
66,2019-08,962
66,2019-09,949
66,2019-10,990
67,2010-01,1138
67,2010-02,349
67,2010-03,911
67,2010-04,263
67,2010-05,333
67,2010-06,620
67,2010-07,326
67,2010-08,430
67,2010-09,325
67,2010-10,835
67,2010-11,658
67,2010-12,1256
67,2011-01,319
67,2011-02,387
67,2011-03,645
67,2011-04,830
67,2011-05,528
67,2011-06,612
67,2011-07,1016
67,2011-08,628
67,2011-09,1345
67,2011-10,986
67,2011-11,571
67,2011-12,980
67,2012-01,389
67,2012-02,421
67,2012-03,718
67,2012-04,586
67,2012-05,675
67,2012-06,468
67,2012-07,615
67,2012-08,441
67,2012-09,567
67,2012-10,413
67,2012-11,516
67,2012-12,1233
67,2013-01,300
67,2013-02,683
67,2013-03,682
67,2013-04,340
67,2013-05,570
67,2013-06,530
67,2013-07,527
67,2013-08,941
67,2013-09,1034
67,2013-10,385
67,2013-11,435
67,2013-12,452
67,2014-01,596
67,2014-02,320
67,2014-03,531
67,2014-04,560
67,2014-05,878
67,2014-06,692
67,2014-07,571
67,2014-08,635
67,2014-09,1063
67,2014-10,419
67,2014-11,725
67,2014-12,1681
67,2015-01,721
67,2015-02,518
67,2015-03,718
67,2015-04,349
67,2015-05,700
67,2015-06,745
67,2015-07,1308
67,2015-08,775
67,2015-09,654
67,2015-10,554
67,2015-11,662
67,2015-12,1180
67,2016-01,649
67,2016-02,1304
67,2016-03,1215
67,2016-04,811
67,2016-05,807
67,2016-06,798
67,2016-07,993
67,2016-08,404
67,2016-09,1223
67,2016-10,1324
67,2016-11,1230
67,2016-12,762
67,2017-01,392
67,2017-02,609
67,2017-03,1160
67,2017-04,635
67,2017-05,572
67,2017-06,1116
67,2017-07,485
67,2017-08,510
67,2017-09,1025
67,2017-10,1175
67,2017-11,540
67,2017-12,1580
67,2018-01,429
67,2018-02,999
67,2018-03,601
67,2018-04,747
67,2018-05,388
67,2018-06,535
67,2018-07,600
67,2018-08,564
67,2018-09,797
67,2018-10,1008
67,2018-11,552
67,2018-12,684
67,2019-01,416
67,2019-02,420
67,2019-03,1234
67,2019-04,511
67,2019-05,372
67,2019-06,751
67,2019-07,459
67,2019-08,817
67,2019-09,1401
67,2019-10,716
68,2010-01,134
68,2010-02,98
68,2010-03,204
68,2010-04,180
68,2010-05,189
68,2010-06,91
68,2010-07,143
68,2010-08,79
68,2010-09,108
68,2010-10,113
68,2010-11,97
68,2010-12,181
68,2011-01,1096
68,2011-02,995
68,2011-03,1869
68,2011-04,953
68,2011-05,929
68,2011-06,1046
68,2011-07,1199
68,2011-08,1028
68,2011-09,1060
68,2011-10,2159
68,2011-11,1124
68,2011-12,2113
68,2012-01,130
68,2012-02,256
68,2012-03,106
68,2012-04,156
68,2012-05,131
68,2012-06,145
68,2012-07,144
68,2012-08,130
68,2012-09,174
68,2012-10,110
68,2012-11,187
68,2012-12,315
68,2013-01,242
68,2013-02,172
68,2013-03,178
68,2013-04,476
68,2013-05,263
68,2013-06,282
68,2013-07,271
68,2013-08,410
68,2013-09,259
68,2013-10,413
68,2013-11,245
68,2013-12,362
68,2014-01,225
68,2014-02,408
68,2014-03,206
68,2014-04,388
68,2014-05,731
68,2014-06,502
68,2014-07,568
68,2014-08,474
68,2014-09,513
68,2014-10,449
68,2014-11,650
68,2014-12,818
68,2015-01,277
68,2015-02,276
68,2015-03,250
68,2015-04,482
68,2015-05,561
68,2015-06,719
68,2015-07,543
68,2015-08,417
68,2015-09,521
68,2015-10,545
68,2015-11,438
68,2015-12,950
68,2016-01,429
68,2016-02,284
68,2016-03,305
68,2016-04,475
68,2016-05,518
68,2016-06,499
68,2016-07,977
68,2016-08,673
68,2016-09,537
68,2016-10,628
68,2016-11,725
68,2016-12,877
68,2017-01,407
68,2017-02,377
68,2017-03,447
68,2017-04,496
68,2017-05,398
68,2017-06,777
68,2017-07,426
68,2017-08,425
68,2017-09,704
68,2017-10,577
68,2017-11,458
68,2017-12,706
68,2018-01,603
68,2018-02,530
68,2018-03,453
68,2018-04,822
68,2018-05,453
68,2018-06,470
68,2018-07,454
68,2018-08,796
68,2018-09,720
68,2018-10,442
68,2018-11,516
68,2018-12,837
68,2019-01,455
68,2019-02,422
68,2019-03,530
68,2019-04,424
68,2019-05,411
68,2019-06,427
68,2019-07,488
68,2019-08,386
68,2019-09,746
68,2019-10,400
69,2010-01,69
69,2010-02,78
69,2010-03,83
69,2010-04,102
69,2010-05,56
69,2010-06,127
69,2010-07,100
69,2010-08,70
69,2010-09,85
69,2010-10,47
69,2010-11,55
69,2010-12,237
69,2011-01,189
69,2011-02,290
69,2011-03,239
69,2011-04,83
69,2011-05,91
69,2011-06,141
69,2011-07,140
69,2011-08,318
69,2011-09,119
69,2011-10,195
69,2011-11,147
69,2011-12,347
69,2012-01,167
69,2012-02,143
69,2012-03,285
69,2012-04,134
69,2012-05,163
69,2012-06,312
69,2012-07,157
69,2012-08,122
69,2012-09,124
69,2012-10,114
69,2012-11,112
69,2012-12,282
69,2013-01,114
69,2013-02,308
69,2013-03,167
69,2013-04,126
69,2013-05,125
69,2013-06,150
69,2013-07,200
69,2013-08,179
69,2013-09,195
69,2013-10,90
69,2013-11,154
69,2013-12,316
69,2014-01,104
69,2014-02,138
69,2014-03,109
69,2014-04,120
69,2014-05,88
69,2014-06,77
69,2014-07,82
69,2014-08,76
69,2014-09,136
69,2014-10,82
69,2014-11,80
69,2014-12,183
69,2015-01,90
69,2015-02,90
69,2015-03,228
69,2015-04,55
69,2015-05,56
69,2015-06,169
69,2015-07,118
69,2015-08,185
69,2015-09,143
69,2015-10,104
69,2015-11,100
69,2015-12,318
69,2016-01,182
69,2016-02,155
69,2016-03,170
69,2016-04,113
69,2016-05,94
69,2016-06,99
69,2016-07,170
69,2016-08,255
69,2016-09,203
69,2016-10,97
69,2016-11,139
69,2016-12,181
69,2017-01,153
69,2017-02,104
69,2017-03,279
69,2017-04,78
69,2017-05,79
69,2017-06,96
69,2017-07,79
69,2017-08,97
69,2017-09,121
69,2017-10,82
69,2017-11,181
69,2017-12,177
69,2018-01,135
69,2018-02,109
69,2018-03,155
69,2018-04,141
69,2018-05,84
69,2018-06,92
69,2018-07,87
69,2018-08,115
69,2018-09,168
69,2018-10,124
69,2018-11,157
69,2018-12,143
69,2019-01,193
69,2019-02,120
69,2019-03,176
69,2019-04,136
69,2019-05,154
69,2019-06,175
69,2019-07,280
69,2019-08,124
69,2019-09,152
69,2019-10,144
70,2010-01,508
70,2010-02,1151
70,2010-03,1149
70,2010-04,829
70,2010-05,871
70,2010-06,2069
70,2010-07,1156
70,2010-08,1014
70,2010-09,883
70,2010-10,2003
70,2010-11,1750
70,2010-12,2603
70,2011-01,1557
70,2011-02,1502
70,2011-03,927
70,2011-04,866
70,2011-05,894
70,2011-06,1032
70,2011-07,874
70,2011-08,1193
70,2011-09,1875
70,2011-10,1013
70,2011-11,2137
70,2011-12,2843
70,2012-01,1168
70,2012-02,893
70,2012-03,810
70,2012-04,1118
70,2012-05,1286
70,2012-06,2126
70,2012-07,880
70,2012-08,1933
70,2012-09,1915
70,2012-10,1125
70,2012-11,1374
70,2012-12,2224
70,2013-01,1248
70,2013-02,1378
70,2013-03,2022
70,2013-04,878
70,2013-05,2384
70,2013-06,1042
70,2013-07,1039
70,2013-08,1026
70,2013-09,896
70,2013-10,571
70,2013-11,542
70,2013-12,883
70,2014-01,297
70,2014-02,583
70,2014-03,342
70,2014-04,601
70,2014-05,276
70,2014-06,289
70,2014-07,331
70,2014-08,410
70,2014-09,283
70,2014-10,268
70,2014-11,245
70,2014-12,637
70,2015-01,572
70,2015-02,401
70,2015-03,271
70,2015-04,220
70,2015-05,192
70,2015-06,232
70,2015-07,317
70,2015-08,469
70,2015-09,211
70,2015-10,216
70,2015-11,202
70,2015-12,453
70,2016-01,197
70,2016-02,336
70,2016-03,168
70,2016-04,246
70,2016-05,219
70,2016-06,462
70,2016-07,1394
70,2016-08,1489
70,2016-09,1516
70,2016-10,1488
70,2016-11,1366
70,2016-12,2434
70,2017-01,794
70,2017-02,1078
70,2017-03,855
70,2017-04,758
70,2017-05,778
70,2017-06,1079
70,2017-07,986
70,2017-08,2124
70,2017-09,919
70,2017-10,1709
70,2017-11,887
70,2017-12,802
70,2018-01,1546
70,2018-02,877
70,2018-03,876
70,2018-04,2102
70,2018-05,915
70,2018-06,935
70,2018-07,777
70,2018-08,754
70,2018-09,767
70,2018-10,915
70,2018-11,933
70,2018-12,2128
70,2019-01,1496
70,2019-02,884
70,2019-03,883
70,2019-04,831
70,2019-05,1667
70,2019-06,1800
70,2019-07,821
70,2019-08,684
70,2019-09,698
70,2019-10,782
71,2010-01,125
71,2010-02,102
71,2010-03,122
71,2010-04,146
71,2010-05,140
71,2010-06,162
71,2010-07,190
71,2010-08,155
71,2010-09,182
71,2010-10,188
71,2010-11,182
71,2010-12,308
71,2011-01,156
71,2011-02,277
71,2011-03,161
71,2011-04,257
71,2011-05,162
71,2011-06,273
71,2011-07,179
71,2011-08,165
71,2011-09,268
71,2011-10,164
71,2011-11,175
71,2011-12,345
71,2012-01,157
71,2012-02,156
71,2012-03,159
71,2012-04,249
71,2012-05,254
71,2012-06,171
71,2012-07,295
71,2012-08,167
71,2012-09,320
71,2012-10,179
71,2012-11,172
71,2012-12,301
71,2013-01,128
71,2013-02,156
71,2013-03,169
71,2013-04,143
71,2013-05,150
71,2013-06,285
71,2013-07,169
71,2013-08,267
71,2013-09,160
71,2013-10,173
71,2013-11,163
71,2013-12,209
71,2014-01,141
71,2014-02,288
71,2014-03,147
71,2014-04,144
71,2014-05,156
71,2014-06,148
71,2014-07,169
71,2014-08,160
71,2014-09,172
71,2014-10,175
71,2014-11,176
71,2014-12,268
71,2015-01,154
71,2015-02,268
71,2015-03,151
71,2015-04,218
71,2015-05,268
71,2015-06,143
71,2015-07,158
71,2015-08,212
71,2015-09,149
71,2015-10,276
71,2015-11,240
71,2015-12,238
71,2016-01,231
71,2016-02,144
71,2016-03,144
71,2016-04,141
71,2016-05,236
71,2016-06,150
71,2016-07,151
71,2016-08,121
71,2016-09,140
71,2016-10,148
71,2016-11,144
71,2016-12,254
71,2017-01,124
71,2017-02,129
71,2017-03,133
71,2017-04,117
71,2017-05,211
71,2017-06,126
71,2017-07,123
71,2017-08,130
71,2017-09,134
71,2017-10,252
71,2017-11,148
71,2017-12,348
71,2018-01,131
71,2018-02,132
71,2018-03,144
71,2018-04,252
71,2018-05,145
71,2018-06,158
71,2018-07,143
71,2018-08,207
71,2018-09,153
71,2018-10,254
71,2018-11,286
71,2018-12,293
71,2019-01,209
71,2019-02,150
71,2019-03,243
71,2019-04,141
71,2019-05,139
71,2019-06,140
71,2019-07,140
71,2019-08,137
71,2019-09,145
71,2019-10,256
72,2010-01,1073
72,2010-02,700
72,2010-03,830
72,2010-04,1999
72,2010-05,1232
72,2010-06,1512
72,2010-07,1746
72,2010-08,3003
72,2010-09,2032
72,2010-10,2144
72,2010-11,2012
72,2010-12,4644
72,2011-01,2007
72,2011-02,1935
72,2011-03,2122
72,2011-04,1968
72,2011-05,1925
72,2011-06,3153
72,2011-07,3709
72,2011-08,2050
72,2011-09,4124
72,2011-10,1913
72,2011-11,1879
72,2011-12,3284
72,2012-01,1451
72,2012-02,1426
72,2012-03,1539
72,2012-04,2274
72,2012-05,1459
72,2012-06,1452
72,2012-07,1570
72,2012-08,2554
72,2012-09,1591
72,2012-10,1435
72,2012-11,1997
72,2012-12,2390
72,2013-01,1056
72,2013-02,2152
72,2013-03,2200
72,2013-04,996
72,2013-05,1560
72,2013-06,1833
72,2013-07,1087
72,2013-08,1103
72,2013-09,1019
72,2013-10,926
72,2013-11,1790
72,2013-12,1991
72,2014-01,1801
72,2014-02,1026
72,2014-03,961
72,2014-04,942
72,2014-05,1740
72,2014-06,960
72,2014-07,1095
72,2014-08,1425
72,2014-09,998
72,2014-10,1484
72,2014-11,876
72,2014-12,1975
72,2015-01,1559
72,2015-02,796
72,2015-03,968
72,2015-04,922
72,2015-05,1717
72,2015-06,988
72,2015-07,853
72,2015-08,776
72,2015-09,932
72,2015-10,1375
72,2015-11,723
72,2015-12,1323
72,2016-01,806
72,2016-02,752
72,2016-03,1211
72,2016-04,829
72,2016-05,1588
72,2016-06,941
72,2016-07,939
72,2016-08,871
72,2016-09,1461
72,2016-10,947
72,2016-11,877
72,2016-12,1967
72,2017-01,753
72,2017-02,853
72,2017-03,1067
72,2017-04,1000
72,2017-05,915
72,2017-06,1531
72,2017-07,1409
72,2017-08,1482
72,2017-09,957
72,2017-10,968
72,2017-11,968
72,2017-12,1916
72,2018-01,928
72,2018-02,1043
72,2018-03,1139
72,2018-04,1795
72,2018-05,1644
72,2018-06,1267
72,2018-07,1419
72,2018-08,1419
72,2018-09,1420
72,2018-10,2905
72,2018-11,1446
72,2018-12,2766
72,2019-01,2054
72,2019-02,1640
72,2019-03,1056
72,2019-04,1822
72,2019-05,1052
72,2019-06,1714
72,2019-07,1287
72,2019-08,1301
72,2019-09,1233
72,2019-10,2235
73,2010-08,2178
73,2010-09,2500
73,2010-10,3105
73,2010-11,2733
73,2010-12,6011
73,2011-01,2653
73,2011-02,2843
73,2011-03,3247
73,2011-04,3123
73,2011-05,3129
73,2011-06,3123
73,2011-07,5837
73,2011-08,5097
73,2011-09,2796
73,2011-10,2835
73,2011-11,3022
73,2011-12,6620
73,2012-01,6035
73,2012-02,2803
73,2012-03,2322
73,2012-04,2074
73,2012-05,5331
73,2012-06,4859
73,2012-07,2761
73,2012-08,2401
73,2012-09,6367
73,2012-10,3138
73,2012-11,3435
73,2012-12,7466
73,2013-01,6401
73,2013-02,3252
73,2013-03,3408
73,2013-04,3617
73,2013-05,3896
73,2013-06,8263
73,2013-07,3392
73,2013-08,2847
73,2013-09,5093
73,2013-10,6502
73,2013-11,2761
73,2013-12,6883
73,2014-01,2770
73,2014-02,2947
73,2014-03,3165
73,2014-04,2887
73,2014-05,2591
73,2014-06,4747
73,2014-07,2898
73,2014-08,3979
73,2014-09,2820
73,2014-10,2944
73,2014-11,2023
73,2014-12,3828
73,2015-01,4054
73,2015-02,2140
73,2015-03,2538
73,2015-04,2495
73,2015-05,4758
73,2015-06,6166
73,2015-07,2721
73,2015-08,1658
73,2015-09,2543
73,2015-10,5054
73,2015-11,5523
73,2015-12,5738
73,2016-01,2447
73,2016-02,2647
73,2016-03,2064
73,2016-04,2600
73,2016-05,2188
73,2016-06,4870
73,2016-07,4924
73,2016-08,1574
73,2016-09,2345
73,2016-10,2189
73,2016-11,2028
73,2016-12,3393
73,2017-01,1571
73,2017-02,2184
73,2017-03,3900
73,2017-04,1915
73,2017-05,4237
73,2017-06,4818
73,2017-07,1988
73,2017-08,4234
73,2017-09,4588
73,2017-10,4464
73,2017-11,2423
73,2017-12,4198
73,2018-01,3835
73,2018-02,2163
73,2018-03,4896
73,2018-04,2161
73,2018-05,2219
73,2018-06,2199
73,2018-07,2197
73,2018-08,1703
73,2018-09,2189
73,2018-10,3740
73,2018-11,4396
73,2018-12,4481
73,2019-01,1420
73,2019-02,1468
73,2019-03,1769
73,2019-04,1889
73,2019-05,2069
73,2019-06,1764
73,2019-07,2952
73,2019-08,1974
73,2019-09,938
73,2019-10,1825
74,2010-01,633
74,2010-02,807
74,2010-03,1833
74,2010-04,1613
74,2010-05,1253
74,2010-06,1964
74,2010-07,1184
74,2010-08,1836
74,2010-09,2042
74,2010-10,2080
74,2010-11,2740
74,2010-12,4289
74,2011-01,1736
74,2011-02,2493
74,2011-03,2218
74,2011-04,1383
74,2011-05,1961
74,2011-06,1622
74,2011-07,1640
74,2011-08,1710
74,2011-09,2185
74,2011-10,2833
74,2011-11,3961
74,2011-12,6934
74,2012-01,1439
74,2012-02,1622
74,2012-03,2153
74,2012-04,3077
74,2012-05,2511
74,2012-06,2826
74,2012-07,2702
74,2012-08,1262
74,2012-09,1138
74,2012-10,746
74,2012-11,1009
74,2012-12,2864
74,2013-01,539
74,2013-02,1047
74,2013-03,863
74,2013-04,502
74,2013-05,409
74,2013-06,557
74,2013-07,414
74,2013-08,397
74,2013-09,427
74,2013-10,391
74,2013-11,517
74,2013-12,1527
74,2014-01,333
74,2014-02,399
74,2014-03,569
74,2014-04,691
74,2014-05,356
74,2014-06,428
74,2014-07,375
74,2014-08,705
74,2014-09,759
74,2014-10,379
74,2014-11,506
74,2014-12,1503
74,2015-01,416
74,2015-02,579
74,2015-03,792
74,2015-04,309
74,2015-05,345
74,2015-06,456
74,2015-07,395
74,2015-08,305
74,2015-09,515
74,2015-10,525
74,2015-11,530
74,2015-12,1564
74,2016-01,392
74,2016-02,445
74,2016-03,627
74,2016-04,339
74,2016-05,576
74,2016-06,421
74,2016-07,364
74,2016-08,591
74,2016-09,353
74,2016-10,371
74,2016-11,489
74,2016-12,1316
74,2017-01,348
74,2017-02,682
74,2017-03,913
74,2017-04,334
74,2017-05,545
74,2017-06,332
74,2017-07,583
74,2017-08,507
74,2017-09,374
74,2017-10,352
74,2017-11,427
74,2017-12,999
74,2018-01,305
74,2018-02,362
74,2018-03,498
74,2018-04,337
74,2018-05,329
74,2018-06,698
74,2018-07,290
74,2018-08,297
74,2018-09,357
74,2018-10,286
74,2018-11,334
74,2018-12,1037
74,2019-01,291
74,2019-02,368
74,2019-03,474
74,2019-04,551
74,2019-05,334
74,2019-06,748
74,2019-07,337
74,2019-08,309
74,2019-09,372
74,2019-10,582
75,2010-01,340
75,2010-02,197
75,2010-03,371
75,2010-04,214
75,2010-05,195
75,2010-06,299
75,2010-07,214
75,2010-08,214
75,2010-09,343
75,2010-10,480
75,2010-11,184
75,2010-12,453
75,2011-01,243
75,2011-02,331
75,2011-03,299
75,2011-04,236
75,2011-05,210
75,2011-06,220
75,2011-07,296
75,2011-08,396
75,2011-09,330
75,2011-10,300
75,2011-11,226
75,2011-12,599
75,2012-01,215
75,2012-02,191
75,2012-03,258
75,2012-04,241
75,2012-05,213
75,2012-06,222
75,2012-07,261
75,2012-08,211
75,2012-09,240
75,2012-10,249
75,2012-11,264
75,2012-12,368
75,2013-01,219
75,2013-02,277
75,2013-03,413
75,2013-04,408
75,2013-05,241
75,2013-06,213
75,2013-07,237
75,2013-08,380
75,2013-09,236
75,2013-10,418
75,2013-11,176
75,2013-12,335
75,2014-01,211
75,2014-02,467
75,2014-03,192
75,2014-04,469
75,2014-05,248
75,2014-06,248
75,2014-07,204
75,2014-08,281
75,2014-09,232
75,2014-10,247
75,2014-11,195
75,2014-12,419
75,2015-01,234
75,2015-02,213
75,2015-03,247
75,2015-04,214
75,2015-05,262
75,2015-06,191
75,2015-07,228
75,2015-08,210
75,2015-09,191
75,2015-10,262
75,2015-11,243
75,2015-12,474
75,2016-01,349
75,2016-02,267
75,2016-03,282
75,2016-04,295
75,2016-05,281
75,2016-06,435
75,2016-07,266
75,2016-08,275
75,2016-09,231
75,2016-10,433
75,2016-11,288
75,2016-12,470
75,2017-01,294
75,2017-02,243
75,2017-03,276
75,2017-04,374
75,2017-05,258
75,2017-06,188
75,2017-07,254
75,2017-08,246
75,2017-09,261
75,2017-10,416
75,2017-11,243
75,2017-12,445
75,2018-01,228
75,2018-02,427
75,2018-03,563
75,2018-04,229
75,2018-05,228
75,2018-06,184
75,2018-07,187
75,2018-08,177
75,2018-09,324
75,2018-10,223
75,2018-11,399
75,2018-12,403
75,2019-01,282
75,2019-02,204
75,2019-03,239
75,2019-04,207
75,2019-05,223
75,2019-06,201
75,2019-07,225
75,2019-08,240
75,2019-09,310
75,2019-10,205
76,2010-01,456
76,2010-02,605
76,2010-03,956
76,2010-04,558
76,2010-05,546
76,2010-06,608
76,2010-07,619
76,2010-08,639
76,2010-09,1106
76,2010-10,633
76,2010-11,726
76,2010-12,994
76,2011-01,532
76,2011-02,699
76,2011-03,838
76,2011-04,731
76,2011-05,454
76,2011-06,1024
76,2011-07,877
76,2011-08,494
76,2011-09,587
76,2011-10,555
76,2011-11,535
76,2011-12,1042
76,2012-01,424
76,2012-02,564
76,2012-03,414
76,2012-04,337
76,2012-05,477
76,2012-06,585
76,2012-07,420
76,2012-08,525
76,2012-09,633
76,2012-10,653
76,2012-11,486
76,2012-12,782
76,2013-01,1185
76,2013-02,768
76,2013-03,641
76,2013-04,972
76,2013-05,510
76,2013-06,537
76,2013-07,477
76,2013-08,697
76,2013-09,745
76,2013-10,384
76,2013-11,247
76,2013-12,722
76,2014-01,365
76,2014-02,434
76,2014-03,393
76,2014-04,497
76,2014-05,417
76,2014-06,485
76,2014-07,586
76,2014-08,424
76,2014-09,425
76,2014-10,478
76,2014-11,425
76,2014-12,919
76,2015-01,397
76,2015-02,418
76,2015-03,764
76,2015-04,403
76,2015-05,422
76,2015-06,467
76,2015-07,529
76,2015-08,416
76,2015-09,496
76,2015-10,610
76,2015-11,590
76,2015-12,1033
76,2016-01,519
76,2016-02,263
76,2016-03,269
76,2016-04,208
76,2016-05,203
76,2016-06,241
76,2016-07,254
76,2016-08,163
76,2016-09,159
76,2016-10,213
76,2016-11,240
76,2016-12,444
76,2017-01,157
76,2017-02,140
76,2017-03,147
76,2017-04,140
76,2017-05,143
76,2017-06,186
76,2017-07,173
76,2017-08,265
76,2017-09,290
76,2017-10,183
76,2017-11,237
76,2017-12,718
76,2018-01,280
76,2018-02,304
76,2018-03,251
76,2018-04,288
76,2018-05,316
76,2018-06,344
76,2018-07,511
76,2018-08,393
76,2018-09,329
76,2018-10,260
76,2018-11,478
76,2018-12,371
76,2019-01,156
76,2019-02,274
76,2019-03,180
76,2019-04,273
76,2019-05,280
76,2019-06,249
76,2019-07,239
76,2019-08,214
76,2019-09,189
76,2019-10,226
77,2010-01,1414
77,2010-02,1749
77,2010-03,2145
77,2010-04,1320
77,2010-05,1054
77,2010-06,1421
77,2010-07,1299
77,2010-08,942
77,2010-09,1037
77,2010-10,1169
77,2010-11,1084
77,2010-12,1571
77,2011-01,1050
77,2011-02,1636
77,2011-03,1016
77,2011-04,804
77,2011-05,709
77,2011-06,1446
77,2011-07,952
77,2011-08,903
77,2011-09,861
77,2011-10,949
77,2011-11,646
77,2011-12,1403
77,2012-01,585
77,2012-02,718
77,2012-03,806
77,2012-04,497
77,2012-05,550
77,2012-06,670
77,2012-07,929
77,2012-08,600
77,2012-09,1111
77,2012-10,913
